Dato;Inorganisk_N[mg/l];Organisk_N[mg/l]
2018-06-05;0.23859090909090902;0.47349877272727303
2018-06-06;0.223045454545454;0.47236713636363703
2018-06-07;0.20750000000000002;0.47123550000000003
2018-06-08;0.205714285714285;0.473144964285715
2018-06-09;0.2039285714285719;0.47505442857142804
2018-06-10;0.20214285714285732;0.4769638928571427
2018-06-11;0.2003571428571427;0.47887335714285734
2018-06-12;0.1985714285714281;0.48078282142857187
2018-06-13;0.19678571428571462;0.48269228571428535
2018-06-14;0.195;0.48460175000000005
2018-06-15;0.1874375;0.480323025
2018-06-16;0.179875;0.47604430000000003
2018-06-17;0.1723125;0.47176557500000005
2018-06-18;0.16475;0.46748685
2018-06-19;0.1571875;0.463208125
2018-06-20;0.149625;0.4589294
2018-06-21;0.1420625;0.454650675
2018-06-22;0.1345;0.45037194999999997
2018-06-23;0.134;0.46943053333333296
2018-06-24;0.1335;0.488489116666667
2018-06-25;0.133;0.5075476999999999
2018-06-26;0.1325;0.5266062833333329
2018-06-27;0.132;0.545664866666667
2018-06-28;0.1315;0.56472345
2018-06-29;0.1278421052631579;0.554758578947368
2018-06-30;0.12418421052631581;0.5447937078947371
2018-07-01;0.1205263157894737;0.5348288368421054
2018-07-02;0.11686842105263161;0.5248639657894735
2018-07-03;0.1132105263157895;0.5148990947368425
2018-07-04;0.1095526315789474;0.5049342236842106
2018-07-05;0.10589473684210521;0.49496935263157876
2018-07-06;0.10223684210526321;0.48500448157894777
2018-07-07;0.0985789473684211;0.47503961052631594
2018-07-08;0.0949210526315789;0.46507473947368416
2018-07-09;0.0912631578947368;0.4551098684210532
2018-07-10;0.0876052631578948;0.44514499736842117
2018-07-11;0.0839473684210526;0.4351801263157894
2018-07-12;0.0802894736842105;0.4252152552631575
2018-07-13;0.07663157894736841;0.4152503842105266
2018-07-14;0.0729736842105263;0.4052855131578947
2018-07-15;0.06931578947368419;0.3953206421052628
2018-07-16;0.0656578947368421;0.3853557710526319
2018-07-17;0.062;0.37539089999999997
2018-07-18;0.07886666666666671;0.3821663166666663
2018-07-19;0.0957333333333333;0.38894173333333376
2018-07-20;0.11259999999999999;0.3957171500000001
2018-07-21;0.1294666666666667;0.40249256666666633
2018-07-22;0.14633333333333332;0.4092679833333337
2018-07-23;0.16319999999999998;0.41604339999999995
2018-07-24;0.18006666666666674;0.4228188166666663
2018-07-25;0.1969333333333333;0.4295942333333337
2018-07-26;0.21380000000000002;0.43636965000000005
2018-07-27;0.230666666666667;0.44314506666666603
2018-07-28;0.247533333333333;0.449920483333334
2018-07-29;0.26439999999999997;0.45669590000000004
2018-07-30;0.281266666666667;0.46347131666666597
2018-07-31;0.298133333333333;0.470246733333334
2018-08-01;0.315;0.47702215000000003
2018-08-02;0.304;0.4747621825
2018-08-03;0.293;0.472502215
2018-08-04;0.28200000000000003;0.4702422475
2018-08-05;0.271;0.46798228
2018-08-06;0.26;0.46572231250000007
2018-08-07;0.249;0.46346234500000005
2018-08-08;0.23800000000000002;0.46120237750000004
2018-08-09;0.227;0.45894241
2018-08-10;0.216;0.4566824425
2018-08-11;0.20500000000000002;0.454422475
2018-08-12;0.194;0.4521625075
2018-08-13;0.183;0.4499025400000001
2018-08-14;0.17200000000000001;0.44764257250000006
2018-08-15;0.161;0.44538260500000004
2018-08-16;0.15;0.4431226375
2018-08-17;0.139;0.44086267
2018-08-18;0.128;0.4386027025
2018-08-19;0.117;0.436342735
2018-08-20;0.106;0.4340827675000001
